Sequence Name	Annotation GO ID	Annotation GO Term	Annotation GO Category
CSH1-11g48655	GO:0016846	carbon-sulfur lyase activity	Molecular Function
CSH1-11g48664	GO:0004497	monooxygenase activity	Molecular Function
CSH1-11g48664	GO:0005506	iron ion binding	Molecular Function
CSH1-11g48664	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Molecular Function
CSH1-11g48664	GO:0020037	heme binding	Molecular Function
CSH1-11g48668	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48668	GO:0005524	ATP binding	Molecular Function
CSH1-11g48668	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48669	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48669	GO:0005524	ATP binding	Molecular Function
CSH1-11g48669	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48670	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48670	GO:0005524	ATP binding	Molecular Function
CSH1-11g48670	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48675	GO:0004197	cysteine-type endopeptidase activity	Molecular Function
CSH1-11g48675	GO:0005737	cytoplasm	Cellular Component
CSH1-11g48675	GO:0006508	proteolysis	Biological Process
CSH1-11g48676	GO:0004197	cysteine-type endopeptidase activity	Molecular Function
CSH1-11g48676	GO:0005737	cytoplasm	Cellular Component
CSH1-11g48676	GO:0006508	proteolysis	Biological Process
CSH1-11g48679	GO:0004842	ubiquitin-protein transferase activity	Molecular Function
CSH1-11g48679	GO:0005634	nucleus	Cellular Component
CSH1-11g48679	GO:0016567	protein ubiquitination	Biological Process
CSH1-11g48680	GO:0004842	ubiquitin-protein transferase activity	Molecular Function
CSH1-11g48680	GO:0005634	nucleus	Cellular Component
CSH1-11g48680	GO:0016567	protein ubiquitination	Biological Process
CSH1-11g48683	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48683	GO:0005524	ATP binding	Molecular Function
CSH1-11g48683	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48683	GO:0030247	polysaccharide binding	Molecular Function
CSH1-11g48695	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48695	GO:0005524	ATP binding	Molecular Function
CSH1-11g48695	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48702	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48702	GO:0005524	ATP binding	Molecular Function
CSH1-11g48702	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48703	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48703	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48704	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48704	GO:0005515	protein binding	Molecular Function
CSH1-11g48704	GO:0005524	ATP binding	Molecular Function
CSH1-11g48704	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48707	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48707	GO:0005524	ATP binding	Molecular Function
CSH1-11g48707	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48712	GO:0003989	acetyl-CoA carboxylase activity	Molecular Function
CSH1-11g48712	GO:0006633	fatty acid biosynthetic process	Biological Process
CSH1-11g48712	GO:0009317	acetyl-CoA carboxylase complex	Cellular Component
CSH1-11g48712	GO:0016743	carboxyl- or carbamoyltransferase activity	Molecular Function
CSH1-11g48722	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48722	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48750	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48750	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48752	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48752	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48755	GO:0016020	membrane	Cellular Component
CSH1-11g48755	GO:0022857	transmembrane transporter activity	Molecular Function
CSH1-11g48755	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48770	GO:0016020	membrane	Cellular Component
CSH1-11g48770	GO:0022857	transmembrane transporter activity	Molecular Function
CSH1-11g48770	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48771	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48771	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48772	GO:0016020	membrane	Cellular Component
CSH1-11g48772	GO:0022857	transmembrane transporter activity	Molecular Function
CSH1-11g48772	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48773	GO:0016020	membrane	Cellular Component
CSH1-11g48773	GO:0022857	transmembrane transporter activity	Molecular Function
CSH1-11g48773	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48774	GO:0003677	DNA binding	Molecular Function
CSH1-11g48774	GO:0005634	nucleus	Cellular Component
CSH1-11g48774	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48774	GO:0046983	protein dimerization activity	Molecular Function
CSH1-11g48777	GO:0016020	membrane	Cellular Component
CSH1-11g48777	GO:0022857	transmembrane transporter activity	Molecular Function
CSH1-11g48777	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48778	GO:0016020	membrane	Cellular Component
CSH1-11g48778	GO:0022857	transmembrane transporter activity	Molecular Function
CSH1-11g48778	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48781	GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	Molecular Function
CSH1-11g48781	GO:0009450	gamma-aminobutyric acid catabolic process	Biological Process
CSH1-11g48782	GO:0043531	ADP binding	Molecular Function
CSH1-11g48784	GO:0005783	endoplasmic reticulum	Cellular Component
CSH1-11g48784	GO:0005794	Golgi apparatus	Cellular Component
CSH1-11g48784	GO:0005886	plasma membrane	Cellular Component
CSH1-11g48786	GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase activity	Molecular Function
CSH1-11g48786	GO:0009089	lysine biosynthetic process via diaminopimelate	Biological Process
CSH1-11g48788	GO:0004497	monooxygenase activity	Molecular Function
CSH1-11g48788	GO:0005506	iron ion binding	Molecular Function
CSH1-11g48788	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Molecular Function
CSH1-11g48788	GO:0020037	heme binding	Molecular Function
CSH1-11g48792	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48792	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48794	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	Molecular Function
CSH1-11g48799	GO:0003735	structural constituent of ribosome	Molecular Function
CSH1-11g48799	GO:0005840	ribosome	Cellular Component
CSH1-11g48799	GO:0006412	translation	Biological Process
CSH1-11g48801	GO:0000287	magnesium ion binding	Molecular Function
CSH1-11g48801	GO:0009507	chloroplast	Cellular Component
CSH1-11g48801	GO:0009686	gibberellin biosynthetic process	Biological Process
CSH1-11g48801	GO:0010333	terpene synthase activity	Molecular Function
CSH1-11g48805	GO:0005515	protein binding	Molecular Function
CSH1-11g48810	GO:0005385	zinc ion transmembrane transporter activity	Molecular Function
CSH1-11g48810	GO:0005886	plasma membrane	Cellular Component
CSH1-11g48810	GO:0071577	zinc ion transmembrane transport	Biological Process
CSH1-11g48813	GO:0005385	zinc ion transmembrane transporter activity	Molecular Function
CSH1-11g48813	GO:0005886	plasma membrane	Cellular Component
CSH1-11g48813	GO:0071577	zinc ion transmembrane transport	Biological Process
CSH1-11g48814	GO:0005385	zinc ion transmembrane transporter activity	Molecular Function
CSH1-11g48814	GO:0005886	plasma membrane	Cellular Component
CSH1-11g48814	GO:0071577	zinc ion transmembrane transport	Biological Process
CSH1-11g48817	GO:0003723	RNA binding	Molecular Function
CSH1-11g48817	GO:0005515	protein binding	Molecular Function
CSH1-11g48817	GO:0009451	RNA modification	Biological Process
CSH1-11g48830	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48830	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48839	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48839	GO:0005524	ATP binding	Molecular Function
CSH1-11g48839	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48840	GO:0005515	protein binding	Molecular Function
CSH1-11g48847	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48847	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48847	GO:0016020	membrane	Cellular Component
CSH1-11g48847	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48848	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48848	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48848	GO:0016020	membrane	Cellular Component
CSH1-11g48848	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48849	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48849	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48849	GO:0016020	membrane	Cellular Component
CSH1-11g48849	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48850	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48850	GO:0015074	DNA integration	Biological Process
CSH1-11g48851	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48851	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48852	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48852	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48852	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48852	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48852	GO:0016020	membrane	Cellular Component
CSH1-11g48852	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48853	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48853	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48853	GO:0016020	membrane	Cellular Component
CSH1-11g48853	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48856	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48856	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48856	GO:0016020	membrane	Cellular Component
CSH1-11g48856	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48858	GO:0005384	manganese ion transmembrane transporter activity	Molecular Function
CSH1-11g48858	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48858	GO:0016020	membrane	Cellular Component
CSH1-11g48858	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48860	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48860	GO:0016020	membrane	Cellular Component
CSH1-11g48861	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48861	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48861	GO:0016020	membrane	Cellular Component
CSH1-11g48861	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48862	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48862	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48862	GO:0016020	membrane	Cellular Component
CSH1-11g48862	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48863	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48863	GO:0008324	monoatomic cation transmembrane transporter activity	Molecular Function
CSH1-11g48863	GO:0016020	membrane	Cellular Component
CSH1-11g48863	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48866	GO:0000151	ubiquitin ligase complex	Cellular Component
CSH1-11g48866	GO:0031624	ubiquitin conjugating enzyme binding	Molecular Function
CSH1-11g48866	GO:0032182	ubiquitin-like protein binding	Molecular Function
CSH1-11g48866	GO:0045116	protein neddylation	Biological Process
CSH1-11g48866	GO:0097602	cullin family protein binding	Molecular Function
CSH1-11g48872	GO:0005384	manganese ion transmembrane transporter activity	Molecular Function
CSH1-11g48872	GO:0006812	monoatomic cation transport	Biological Process
CSH1-11g48872	GO:0016020	membrane	Cellular Component
CSH1-11g48872	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48878	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48878	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Molecular Function
CSH1-11g48879	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Molecular Function
CSH1-11g48880	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48880	GO:0009809	lignin biosynthetic process	Biological Process
CSH1-11g48880	GO:0045551	cinnamyl-alcohol dehydrogenase activity	Molecular Function
CSH1-11g48880	GO:0046029	mannitol dehydrogenase activity	Molecular Function
CSH1-11g48881	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48881	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Molecular Function
CSH1-11g48882	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48882	GO:0009809	lignin biosynthetic process	Biological Process
CSH1-11g48882	GO:0045551	cinnamyl-alcohol dehydrogenase activity	Molecular Function
CSH1-11g48882	GO:0046029	mannitol dehydrogenase activity	Molecular Function
CSH1-11g48883	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48883	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Molecular Function
CSH1-11g48884	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48884	GO:0009809	lignin biosynthetic process	Biological Process
CSH1-11g48884	GO:0045551	cinnamyl-alcohol dehydrogenase activity	Molecular Function
CSH1-11g48884	GO:0046029	mannitol dehydrogenase activity	Molecular Function
CSH1-11g48885	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48885	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Molecular Function
CSH1-11g48890	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48890	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g48893	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48893	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48895	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-11g48914	GO:0003924	GTPase activity	Molecular Function
CSH1-11g48914	GO:0005525	GTP binding	Molecular Function
CSH1-11g48914	GO:0005786	signal recognition particle, endoplasmic reticulum targeting	Cellular Component
CSH1-11g48914	GO:0005829	cytosol	Cellular Component
CSH1-11g48914	GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation	Biological Process
CSH1-11g48914	GO:0008312	7S RNA binding	Molecular Function
CSH1-11g48914	GO:0030942	endoplasmic reticulum signal peptide binding	Molecular Function
CSH1-11g48918	GO:0043531	ADP binding	Molecular Function
CSH1-11g48920	GO:0016020	membrane	Cellular Component
CSH1-11g48922	GO:0016020	membrane	Cellular Component
CSH1-11g48925	GO:0016020	membrane	Cellular Component
CSH1-11g48930	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48930	GO:0005515	protein binding	Molecular Function
CSH1-11g48930	GO:0005524	ATP binding	Molecular Function
CSH1-11g48930	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48931	GO:0005216	monoatomic ion channel activity	Molecular Function
CSH1-11g48931	GO:0006811	monoatomic ion transport	Biological Process
CSH1-11g48931	GO:0016020	membrane	Cellular Component
CSH1-11g48931	GO:0055085	transmembrane transport	Biological Process
CSH1-11g48935	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48935	GO:0005524	ATP binding	Molecular Function
CSH1-11g48935	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48935	GO:0016020	membrane	Cellular Component
CSH1-11g48955	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g48955	GO:0005524	ATP binding	Molecular Function
CSH1-11g48955	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g48955	GO:0016020	membrane	Cellular Component
CSH1-11g48960	GO:0033612	receptor serine/threonine kinase binding	Molecular Function
CSH1-11g48972	GO:0003700	DNA-binding transcription factor activity	Molecular Function
CSH1-11g48972	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-11g48972	GO:0046983	protein dimerization activity	Molecular Function
CSH1-11g48980	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48980	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48980	GO:0015074	DNA integration	Biological Process
CSH1-11g48985	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48985	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48990	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g48990	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g48996	GO:0004497	monooxygenase activity	Molecular Function
CSH1-11g48996	GO:0005506	iron ion binding	Molecular Function
CSH1-11g48996	GO:0016125	sterol metabolic process	Biological Process
CSH1-11g48996	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Molecular Function
CSH1-11g48996	GO:0020037	heme binding	Molecular Function
CSH1-11g49006	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g49015	GO:0003824	catalytic activity	Molecular Function
CSH1-11g49018	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49018	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49020	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49020	GO:0005524	ATP binding	Molecular Function
CSH1-11g49020	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49020	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49020	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49021	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49021	GO:0005524	ATP binding	Molecular Function
CSH1-11g49021	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49021	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49021	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49024	GO:0006952	defense response	Biological Process
CSH1-11g49024	GO:0007165	signal transduction	Biological Process
CSH1-11g49027	GO:0007165	signal transduction	Biological Process
CSH1-11g49028	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49028	GO:0005524	ATP binding	Molecular Function
CSH1-11g49028	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49028	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49028	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49031	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49031	GO:0005524	ATP binding	Molecular Function
CSH1-11g49031	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49031	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49031	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49032	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49032	GO:0005524	ATP binding	Molecular Function
CSH1-11g49032	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49032	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49032	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49035	GO:0005515	protein binding	Molecular Function
CSH1-11g49035	GO:0006952	defense response	Biological Process
CSH1-11g49035	GO:0007165	signal transduction	Biological Process
CSH1-11g49035	GO:0043531	ADP binding	Molecular Function
CSH1-11g49044	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-11g49044	GO:0030599	pectinesterase activity	Molecular Function
CSH1-11g49044	GO:0042545	cell wall modification	Biological Process
CSH1-11g49047	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49047	GO:0015074	DNA integration	Biological Process
CSH1-11g49056	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49056	GO:0005524	ATP binding	Molecular Function
CSH1-11g49056	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49056	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49056	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49057	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49057	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49057	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49057	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49059	GO:0004672	protein kinase activity	Molecular Function
CSH1-11g49059	GO:0005515	protein binding	Molecular Function
CSH1-11g49059	GO:0005524	ATP binding	Molecular Function
CSH1-11g49059	GO:0005737	cytoplasm	Cellular Component
CSH1-11g49059	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49059	GO:0007165	signal transduction	Biological Process
CSH1-11g49060	GO:0003700	DNA-binding transcription factor activity	Molecular Function
CSH1-11g49060	GO:0005634	nucleus	Cellular Component
CSH1-11g49060	GO:0006355	regulation of DNA-templated transcription	Biological Process
CSH1-11g49060	GO:0043565	sequence-specific DNA binding	Molecular Function
CSH1-11g49081	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Molecular Function
CSH1-11g49081	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	Molecular Function
CSH1-11g49081	GO:0005634	nucleus	Cellular Component
CSH1-11g49081	GO:0005737	cytoplasm	Cellular Component
CSH1-11g49081	GO:0006357	regulation of transcription by RNA polymerase II	Biological Process
CSH1-11g49081	GO:0045893	positive regulation of DNA-templated transcription	Biological Process
CSH1-11g49081	GO:0046982	protein heterodimerization activity	Molecular Function
CSH1-11g49082	GO:0006511	ubiquitin-dependent protein catabolic process	Biological Process
CSH1-11g49085	GO:0006511	ubiquitin-dependent protein catabolic process	Biological Process
CSH1-11g49092	GO:0004176	ATP-dependent peptidase activity	Molecular Function
CSH1-11g49092	GO:0004222	metalloendopeptidase activity	Molecular Function
CSH1-11g49092	GO:0005524	ATP binding	Molecular Function
CSH1-11g49092	GO:0005745	m-AAA complex	Cellular Component
CSH1-11g49092	GO:0009535	chloroplast thylakoid membrane	Cellular Component
CSH1-11g49092	GO:0009793	embryo development ending in seed dormancy	Biological Process
CSH1-11g49092	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-11g49092	GO:0034982	mitochondrial protein processing	Biological Process
CSH1-11g49097	GO:0006511	ubiquitin-dependent protein catabolic process	Biological Process
CSH1-11g49098	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g49137	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49137	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49145	GO:0005615	extracellular space	Cellular Component
CSH1-11g49145	GO:0030020	extracellular matrix structural constituent conferring tensile strength	Molecular Function
CSH1-11g49145	GO:0030198	extracellular matrix organization	Biological Process
CSH1-11g49145	GO:0062023	obsolete collagen-containing extracellular matrix	Cellular Component
CSH1-11g49157	GO:0008270	zinc ion binding	Molecular Function
CSH1-11g49159	GO:0005524	ATP binding	Molecular Function
CSH1-11g49159	GO:0007033	vacuole organization	Biological Process
CSH1-11g49159	GO:0016197	endosomal transport	Biological Process
CSH1-11g49159	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-11g49164	GO:0005524	ATP binding	Molecular Function
CSH1-11g49164	GO:0007033	vacuole organization	Biological Process
CSH1-11g49164	GO:0016197	endosomal transport	Biological Process
CSH1-11g49164	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-11g49172	GO:0005524	ATP binding	Molecular Function
CSH1-11g49172	GO:0007033	vacuole organization	Biological Process
CSH1-11g49172	GO:0016197	endosomal transport	Biological Process
CSH1-11g49172	GO:0016887	ATP hydrolysis activity	Molecular Function
CSH1-11g49174	GO:0035251	UDP-glucosyltransferase activity	Molecular Function
CSH1-11g49175	GO:0005085	guanyl-nucleotide exchange factor activity	Molecular Function
CSH1-11g49175	GO:0007264	small GTPase-mediated signal transduction	Biological Process
CSH1-11g49175	GO:0043547	positive regulation of GTPase activity	Biological Process
CSH1-11g49183	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49183	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49191	GO:0000162	L-tryptophan biosynthetic process	Biological Process
CSH1-11g49191	GO:0004049	anthranilate synthase activity	Molecular Function
CSH1-11g49215	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-11g49219	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49219	GO:0015074	DNA integration	Biological Process
CSH1-11g49227	GO:0003824	catalytic activity	Molecular Function
CSH1-11g49229	GO:0004618	phosphoglycerate kinase activity	Molecular Function
CSH1-11g49229	GO:0005524	ATP binding	Molecular Function
CSH1-11g49229	GO:0005829	cytosol	Cellular Component
CSH1-11g49229	GO:0006094	gluconeogenesis	Biological Process
CSH1-11g49229	GO:0006096	glycolytic process	Biological Process
CSH1-11g49229	GO:0043531	ADP binding	Molecular Function
CSH1-11g49231	GO:0048364	root development	Biological Process
CSH1-11g49231	GO:0048367	shoot system development	Biological Process
CSH1-11g49232	GO:0048364	root development	Biological Process
CSH1-11g49232	GO:0048367	shoot system development	Biological Process
CSH1-11g49233	GO:0048364	root development	Biological Process
CSH1-11g49233	GO:0048367	shoot system development	Biological Process
CSH1-11g49238	GO:0048364	root development	Biological Process
CSH1-11g49238	GO:0048367	shoot system development	Biological Process
CSH1-11g49239	GO:0048364	root development	Biological Process
CSH1-11g49239	GO:0048367	shoot system development	Biological Process
CSH1-11g49240	GO:0048364	root development	Biological Process
CSH1-11g49240	GO:0048367	shoot system development	Biological Process
CSH1-11g49244	GO:0048364	root development	Biological Process
CSH1-11g49244	GO:0048367	shoot system development	Biological Process
CSH1-11g49245	GO:0048364	root development	Biological Process
CSH1-11g49245	GO:0048367	shoot system development	Biological Process
CSH1-11g49247	GO:0048364	root development	Biological Process
CSH1-11g49247	GO:0048367	shoot system development	Biological Process
CSH1-11g49248	GO:0048364	root development	Biological Process
CSH1-11g49248	GO:0048367	shoot system development	Biological Process
CSH1-11g49255	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49255	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49256	GO:0005515	protein binding	Molecular Function
CSH1-11g49256	GO:0016020	membrane	Cellular Component
CSH1-11g49264	GO:0043531	ADP binding	Molecular Function
CSH1-11g49266	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49266	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49268	GO:0004674	protein serine/threonine kinase activity	Molecular Function
CSH1-11g49268	GO:0005509	calcium ion binding	Molecular Function
CSH1-11g49268	GO:0005524	ATP binding	Molecular Function
CSH1-11g49268	GO:0005886	plasma membrane	Cellular Component
CSH1-11g49268	GO:0006468	protein phosphorylation	Biological Process
CSH1-11g49268	GO:0007166	cell surface receptor signaling pathway	Biological Process
CSH1-11g49268	GO:0030247	polysaccharide binding	Molecular Function
CSH1-11g49270	GO:0005515	protein binding	Molecular Function
CSH1-11g49270	GO:0043531	ADP binding	Molecular Function
CSH1-11g49273	GO:0005515	protein binding	Molecular Function
CSH1-11g49273	GO:0043531	ADP binding	Molecular Function
CSH1-11g49282	GO:0004857	enzyme inhibitor activity	Molecular Function
CSH1-11g49285	GO:0003676	nucleic acid binding	Molecular Function
CSH1-11g49285	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
CSH1-11g49286	GO:0005515	protein binding	Molecular Function
CSH1-11g49286	GO:0005524	ATP binding	Molecular Function
CSH1-11g49286	GO:0006090	pyruvate metabolic process	Biological Process
CSH1-11g49286	GO:0016301	kinase activity	Molecular Function
CSH1-11g49286	GO:0016310	phosphorylation	Biological Process
CSH1-11g49286	GO:0050242	pyruvate, phosphate dikinase activity	Molecular Function
CSH1-11g49291	GO:0004674	protein serine/threonine kinase activity	Molecular Function
